"합계",양천구,166139,465512,229878,235634,163823,453634,221218,232416,39,375,185,190,25,807,293,514,2252,3987,1998,1989,165412,460267,226927,233340,163253,449311,218936,230375,14,118,74,44,26,873,310,563,2119,3711,1885,1826,164193,452111,222503,229608,162045,441565,214848,226717,19,183,96,87,26,876,347,529,2103,3595,1781,1814,164048,445591,218975,226616,162039,435369,211622,223747,28,227,124,103,23,777,295,482,1958,3490,1765,1725,165106,440354,216078,224276,162867,429819,208741,221078,23,201,125,76,22,916,323,593,2194,3734,1849,1885,168184,439068,214978,224090,166044,429197,208299,220898,22,203,113,90,22,1052,331,721,2096,3570,1758,1812,170289,433373,211970,221403,168355,424680,206262,218418,26,235,163,72,24,1143,379,764,1884,3152,1510,1642,171291,426981,208521,218460,169344,418463,202972,215491,27,262,135,127,21,1014,324,690,1899,3137,1486,1651,171469,422248,205753,216495,169479,413952,200490,213462,26,244,157,87,23,1107,352,755,1941,3215,1501,1714,171027,417397,203140,214257,169044,409162,197945,211217,27,243,136,107,22,1049,319,730,1934,3201,1462,1739
"합계",강서구,220598,570507,278270,292237,217636,554709,267487,287222,49,440,177,263,41,2290,874,1416,2872,5431,2867,2564,225672,574287,279521,294766,222652,559978,269519,290459,19,164,119,45,40,1808,889,919,2961,5240,2609,2631,234926,581675,282678,298997,231739,566909,272818,294091,36,294,196,98,47,2429,1062,1367,3104,5477,2684,2793,238901,578539,280629,297910,235754,563772,270885,292887,46,367,202,165,43,2343,1051,1292,3058,5485,2670,2815,243220,574097,277365,296732,240135,559359,268057,291302,35,316,185,131,41,2583,927,1656,3009,5289,2549,2740,247202,564854,271779,293075,244097,551415,263506,287909,33,309,152,157,41,2148,754,1394,3031,5307,2507,2800,253018,559837,268530,291307,249984,547421,261052,286369,50,421,225,196,45,2141,746,1395,2939,5042,2390,2652,257613,555999,266085,289914,254540,543700,258673,285027,50,441,220,221,44,2094,726,1368,2979,5050,2403,2647,258700,549557,262646,286911,255617,537347,255359,281988,49,404,206,198,52,2233,815,1418,2982,5090,2420,2670,259211,543974,259852,284122,256036,531642,252555,279087,44,380,215,165,53,2405,970,1435,3078,5185,2368,2817
"합계",구로구,170651,444832,222985,221847,156528,401233,197438,203795,44,639,318,321,28,2006,972,1034,14051,35104,19123,15981,171945,442165,221227,220938,156671,397844,195434,202410,28,261,162,99,35,2730,1279,1451,15211,35931,19595,16336,172346,436869,218428,218441,156110,390815,191782,199033,44,367,234,133,44,3086,1433,1653,16148,36196,19641,16555,174431,433765,217086,216679,156235,384827,188614,196213,55,459,271,188,43,3084,1457,1627,18098,39722,21909,17813,178837,435560,217373,218187,160378,386239,188979,197260,68,533,321,212,38,3225,1419,1806,18353,39456,21661,17795,182636,435442,216855,218587,164083,386742,189181,197561,55,461,284,177,41,3610,1481,2129,18457,38976,21337,17639,184821,426220,212275,213945,166197,380978,186523,194455,49,377,222,155,48,3159,1228,1931,18527,37185,20588,16597,188054,424038,210737,213301,169228,378890,184838,194052,48,450,256,194,43,2945,1237,1708,18735,37189,20639,16550,190000,423397,210034,213363,171257,378092,184267,193825,57,440,250,190,40,3416,1358,2058,18646,37076,20624,16452,190182,418832,207187,211645,171388,373696,181825,191871,46,392,225,167,42,3421,1329,2092,18706,36991,20316,16675
"합계",금천구,103086,250690,128036,122654,93443,222566,111777,110789,29,460,261,199,31,1285,447,838,9583,22207,11994,10213,103691,247819,126271,121548,93402,220371,110481,109890,18,134,73,61,21,1219,414,805,10250,22351,12104,10247,106162,249930,127252,122678,95331,221824,111220,110604,30,280,142,138,26,1418,460,958,10775,22121,11924,10197,108167,249344,127278,122066,96298,219601,110172,109429,48,417,230,187,29,1587,590,997,11792,24137,13263,10874,111250,249747,127242,122505,99315,219896,110152,109744,51,434,251,183,30,1610,605,1005,11854,23837,13082,10755,115254,249419,126490,122929,103432,220503,110278,110225,38,348,232,116,29,1701,579,1122,11755,23401,12663,10738,118852,247398,125468,121930,107430,220904,110587,110317,38,332,180,152,30,1482,545,937,11354,21950,12008,9942,121987,247185,125201,121984,110689,221193,110561,110632,37,358,202,156,23,1189,384,805,11238,21785,11978,9807,123220,245860,124278,121582,111789,219602,109532,110070,33,363,220,143,25,1345,460,885,11373,21969,12075,9894,124012,243662,122912,120750,112676,217367,108343,109024,35,312,195,117,31,1349,475,874,11270,22098,11935,10163
"합계",영등포구,162570,406528,203801,202727,147745,351837,172795,179042,80,1194,750,444,28,2087,1301,786,14717,44555,23369,21186,161970,398120,199142,198978,146904,346269,169915,176354,51,426,267,159,37,2392,1274,1118,14978,43009,22681,20328,162626,393560,196929,196631,147559,341888,167825,174063,72,642,401,241,40,2998,1583,1415,14955,41394,21772,19622,166047,395286,198031,197255,149831,341561,167419,174142,99,956,584,372,39,3134,1717,1417,16078,43848,23509,20339,169700,394083,196903,197180,153923,341509,167114,174395,90,842,494,348,37,3270,1757,1513,15650,42182,22502,19680,178217,403619,200678,202941,162391,352157,171929,180228,76,779,496,283,45,3778,1809,1969,15705,41381,22040,19341,184045,402984,200027,202957,168518,356146,173767,182379,84,803,461,342,41,3015,1451,1564,15402,38479,20650,17829,187482,401805,198830,202975,172104,356185,173216,182969,80,830,500,330,37,2372,1107,1265,15261,37837,20283,17554,190452,400544,197696,202848,174908,355332,172607,182725,75,751,427,324,31,2057,949,1108,15438,38001,20171,17830,192656,400799,197205,203594,176587,354493,171830,182663,85,841,455,386,39,3150,1488,1662,15945,38010,19959,18051
"합계",동작구,166706,407894,200602,207292,161000,383917,186761,197156,54,630,321,309,22,5673,2788,2885,5630,11837,5719,6118,165785,404076,197854,206222,159770,381131,184880,196251,57,522,269,253,19,5091,2429,2662,5939,11982,5690,6292,166520,400236,195253,204983,160062,376846,182456,194390,50,445,187,258,24,5549,2586,2963,6384,12236,5688,6548,168420,397980,193713,204267,161495,373622,180491,193131,89,772,319,453,22,5592,2583,3009,6814,12663,5955,6708,172323,400368,194049,206319,164963,374478,180291,194187,89,805,356,449,17,6307,2932,3375,7254,13066,5991,7075,174572,392772,189611,203161,167766,371853,178401,193452,88,817,409,408,19,3215,1528,1687,6699,11951,5515,6436,176665,388094,187311,200783,170333,368028,176885,191143,98,910,417,493,21,4043,1812,2231,6213,10797,4998,5799,179771,386605,186536,200069,172696,365033,175451,189582,103,1040,475,565,21,4822,2239,2583,6951,11428,5128,6300,181307,384089,185348,198741,173897,361991,174125,187866,100,994,462,532,21,4888,2289,2599,7289,11852,5296,6556,181275,381172,183544,197628,173615,357863,171834,186029,112,1155,523,632,32,5825,2774,3051,7516,11956,5188,6768
"합계",관악구,238744,519622,261967,257655,228636,484478,241953,242525,133,1583,950,633,35,7008,3516,3492,9940,19232,9332,9900,241003,515648,259824,255824,230570,481589,240531,241058,96,996,699,297,24,6662,3293,3369,10313,19443,9372,10071,242972,511222,256857,254365,232212,476705,237760,238945,134,1326,823,503,25,7101,3502,3599,10601,19135,8997,10138,247871,510303,255687,254616,236761,475013,236331,238682,187,1815,1101,714,24,7115,3546,3569,10899,19679,9258,10421,253139,507828,254082,253746,242154,472796,234870,237926,145,1469,876,593,29,7366,3776,3590,10811,19012,8931,10081,259822,502641,250850,251791,248959,470469,233619,236850,146,1544,911,633,32,6094,3078,3016,10685,18546,8684,9862,263380,495777,247814,247963,252619,464158,231155,233003,149,1600,822,778,26,7363,3894,3469,10586,17559,8047,9512,271474,496743,248148,248595,260075,464949,231726,233223,157,1710,949,761,26,7054,3575,3479,11216,17791,7920,9871,275312,493677,246553,247124,263166,461910,230653,231257,155,1732,934,798,20,6175,3094,3081,11971,18523,7991,10532,277394,490493,244885,245608,264148,457257,228585,228672,156,1661,869,792,22,6464,3199,3265,13068,19947,8486,11461
"합계",서초구,156703,420804,201841,218963,154031,407416,193537,213879,63,604,265,339,25,2506,838,1668,2584,4287,2090,2197,157437,419682,201062,218620,155051,407756,193616,214140,32,279,178,101,23,2294,656,1638,2331,3773,1860,1913,157978,414550,198241,216309,155513,402857,191139,211718,44,391,235,156,20,2471,671,1800,2401,3866,1855,2011,157716,409491,196064,213427,155418,397464,188745,208719,56,484,293,191,21,2486,655,1831,2221,3541,1689,1852,157635,404960,194195,210765,155377,391520,185921,205599,51,463,271,192,22,3147,1051,2096,2185,3465,1667,1798,158582,401749,192081,209668,156123,390747,185395,205352,57,546,308,238,21,1787,558,1229,2381,3862,1878,1984,158408,392302,187435,204867,155936,381688,181261,200427,51,418,220,198,23,2104,588,1516,2398,3857,1905,1952,156869,383181,183006,200175,154471,372746,177074,195672,40,342,199,143,27,2242,615,1627,2331,3689,1742,1947,159582,385267,183751,201516,157290,375801,178355,197446,36,332,169,163,23,2077,611,1466,2233,3548,1640,1908,160651,386254,183900,202354,158384,376382,178320,198062,36,362,191,171,28,2470,764,1706,2203,3470,1608,1862
"합계",강남구,214911,541688,259526,282162,211357,526157,248833,277324,81,646,389,257,24,1527,578,949,3449,5159,2685,2474,212128,532469,254645,277824,208904,517916,244758,273158,57,472,282,190,13,1646,538,1108,3154,4607,2394,2213,210728,522514,250087,272427,207369,508816,240907,267909,61,522,320,202,18,1658,601,1057,3280,4691,2343,2348,206323,507810,243579,264231,203083,493298,233838,259460,69,606,349,257,22,1796,703,1093,3149,4459,2250,2209,209768,509199,244403,264796,206524,493492,234001,259491,60,514,281,233,24,2259,821,1438,3160,4445,2213,2232,212582,508135,243322,264813,208833,494125,234355,259770,62,564,313,251,25,1865,707,1158,3662,5109,2634,2475,214939,503019,240842,262177,211168,489947,232877,257070,66,598,281,317,24,1800,587,1213,3681,5048,2463,2585,216165,500149,239430,260719,212499,487446,231757,255689,67,638,293,345,22,1812,646,1166,3577,4837,2283,2554,222421,511084,244560,266524,218895,499355,237607,261748,51,468,232,236,25,1823,613,1210,3450,4624,2092,2532,229978,528194,252802,275392,226333,515938,245582,270356,49,463,225,238,28,1896,578,1318,3568,4864,2200,2664
"합계",송파구,235101,634941,309336,325605,230941,615487,296204,319283,45,417,236,181,22,3097,1340,1757,4093,7057,3573,3484,234836,628212,305494,322718,230801,610031,293122,316909,34,281,209,72,27,3016,1490,1526,3974,6773,3422,3351,241411,633953,307723,326230,237516,615834,295858,319976,43,348,215,133,24,3698,1616,2082,3828,6507,3246,3261,247410,638167,309442,328725,243547,619701,297449,322252,58,437,259,178,23,3768,1588,2180,3782,6525,3315,3210,256160,648600,313725,334875,252212,629275,301491,327784,56,462,288,174,24,4160,1628,2532,3868,6594,3343,3251,259785,643288,309802,333486,255766,626201,299135,327066,43,377,246,131,24,3338,1293,2045,3952,6698,3357,3341,263270,634720,305449,329271,259378,619711,295907,323804,36,329,218,111,28,2622,1222,1400,3828,6352,3159,3193,267302,635758,305954,329804,263448,620692,296408,324284,37,342,229,113,24,2884,1331,1553,3793,6220,3078,3142,269591,630744,303004,327740,265857,616529,294130,322399,42,353,228,125,30,2799,1300,1499,3662,5998,2902,3096,271703,628648,301344,327304,267817,613895,292349,321546,43,412,234,178,31,3065,1326,1739,3812,6189,3001,3188
"합계",강동구,167009,444385,220597,223788,164094,432028,211842,220186,40,437,203,234,28,1347,766,581,2847,4519,2287,2232,162679,429416,212899,216517,160021,417818,204634,213184,26,245,176,69,28,1471,781,690,2604,4187,2134,2053,163351,423978,209931,214047,160680,412436,201927,210509,39,319,204,115,27,1726,858,868,2605,4150,2124,2026,161943,414231,204752,209479,159233,402479,196828,205651,40,324,176,148,25,1885,973,912,2645,4445,2250,2195,165671,415287,204807,210480,162976,403443,196902,206541,30,239,127,112,25,1995,1057,938,2640,4454,2263,2191,179794,444434,218299,226135,177148,432784,210608,222176,18,152,122,30,25,2386,1294,1092,2603,4480,2277,2203,188073,451099,220916,230183,185441,440323,214146,226177,33,268,125,143,27,2379,1126,1253,2572,4291,2187,2104,190304,448655,219114,229541,187615,437762,212182,225580,33,263,117,146,25,2451,1234,1217,2631,4327,2223,2104,192312,446561,217965,228596,189599,436034,211373,224661,29,232,120,112,26,2387,1197,1190,2658,4395,2252,2143,197160,454023,221136,232887,194369,443286,214560,228726,31,287,168,119,33,2325,1073,1252,2727,4535,2252,2283
